Compound_ID,Name,Formula,Annot. Source: Predicted Compositions,mzCloud Search, mzVault Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],# mzCloud Results,# mzVault Results,mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,mzVault Best Match,KEGG ID,mzCloud ID,MS2,Reference Ion
8.208_195.12252_RP,"6-(4-methoxyphenyl)pyrimidine-2,4-diamine",C11 H12 N4 O,No match,Invalid mass,No results,-101738.82,194.11524,195.12252,8.208,2,0,90.3,9.5,,,,,DDA for preferred ion,[M+H]+1
11.867_255.03327_RP,"6-(5-chloro-2-methylphenyl)-6,7-dihydro-5H-pyrrolo[3,4-b]pyridine-5,7-dione",C14 H9 Cl N2 O2,Unused,Invalid mass,No results,-66201.96,254.02599,255.03327,11.867,1,0,81.6,9.1,,,,,DDA for preferred ion,[M+H]+1
2.025_132.10178_RP,6-Aminocaproic acid,C6 H13 N O2,Full match,Full match,No results,-0.98,131.0945,132.10178,2.025,1,0,72.6,45.7,,,C02378,Reference-267,DDA for preferred ion,[M+H]+1
1.425_132.10177_RP,[Similar to: 6-Aminocaproic acid],C6 H13 N O2,Full match,Full match,No results,-1.05,131.09449,132.10177,1.425,1,0,63.4,43.1,,,,Reference-267,DDA for preferred ion,[M+H]+1
11.238_209.08069_RP,"6-Hydroxy-8-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O4,Full match,Full match,No results,-0.74,208.0734,209.08069,11.238,3,0,69.7,67.9,,,,Reference-7580,DDA for preferred ion,[M+H]+1
12.532_209.08066_RP,"6-Hydroxy-8-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O4,Full match,Full match,No results,-0.85,208.07338,209.08066,12.532,1,0,65.7,66.7,,,,Reference-7580,DDA for preferred ion,[M+H]+1
8.794_151.06133_RP,"6-Methyl[1,2,4]triazolo[4,3-b]pyridazin-8-ol",C6 H6 N4 O,Full match,Full match,No results,-0.73,150.05405,151.06133,8.794,1,0,82.9,51.8,,,,Reference-4332,DDA for preferred ion,[M+H]+1
4.576_235.11877_RP,"7-(tert-butyl)-4-imino-1,2,3,4,5,6-hexahydropyrido[3,4-d]pyridazine-1,5-dione",C11 H14 N4 O2,Full match,Full match,No results,-0.79,234.11149,235.11877,4.576,2,0,82.3,9.1,,,,Autoprocessed-6820,DDA for preferred ion,[M+H]+1
9.838_163.03885_RP,7-Hydroxycoumarine,C9 H6 O3,Full match,Full match,No results,-0.73,162.03158,163.03885,9.838,3,0,80.6,9,,,C09315,Reference-1341,DDA for preferred ion,[M+H]+1
8.586_163.03887_RP,[Similar to: 7-Hydroxycoumarine],C9 H6 O3,Full match,Full match,No results,-0.59,162.0316,163.03887,8.586,3,0,77.1,8.9,,,,Reference-1341,DDA for preferred ion,[M+H]+1
11.236_163.03886_RP,[Similar to: 7-Hydroxycoumarine],C9 H6 O3,Full match,Full match,No results,-0.71,162.03158,163.03886,11.236,3,0,79.5,49.8,,,,Reference-1341,DDA for preferred ion,[M+H]+1
13.944_193.04938_RP,"7,8-Dihydroxy-4-methylcoumarin",C10 H8 O4,Full match,Full match,No results,-0.79,192.04211,193.04938,13.944,8,0,93.7,81.1,,,,Reference-275,DDA for preferred ion,[M+H]+1
1.136_76.03924_RP,Acetohydroxamic acid,C2 H5 N O2,Full match,Full match,No results,-0.8,75.03197,76.03924,1.136,1,0,70.4,8.5,,,C06808,Reference-6541,DDA for preferred ion,[M+H]+1
4.475_121.06465_RP,Acetophenone,C8 H8 O,Full match,Full match,No results,-1.07,120.05739,121.06465,4.475,5,0,92.7,79.5,63.4,,C07113,Reference-2744,DDA for preferred ion,[M+H]+1
11.912_167.07018_RP,Acetovanillone,C9 H10 O3,Full match,Partial match,Full match,-0.57,166.0629,167.07018,11.912,1,1,97.3,9.9,,97.5,,,DDA for preferred ion,[M+H]+1
2.232_146.11744_RP,Acetylcholine,C7 H15 N O2,Full match,Full match,No results,-0.79,145.11016,146.11744,2.232,2,0,72.1,8.6,78,,C01996,Reference-885,DDA for preferred ion,[M+H]+1
1.38_146.11743_RP,Acetylcholine,C7 H16 N O2,No match,No match,Invalid mass,-6898.16,145.11016,146.11743,1.38,1,1,95.3,9.8,,90.7,,,DDA for preferred ion,[M+H]+1
2.198_136.06164_RP,Adenine,C5 H5 N5,Full match,Full match,Full match,-0.96,135.05437,136.06164,2.198,1,1,99.7,10,,81.7,C00147,Reference-296,DDA for preferred ion,[M+H]+1
6.286_268.10379_RP,Adenosine,C10 H13 N5 O4,Full match,Full match,Full match,-0.9,267.09651,268.10379,6.286,1,1,99.9,10,,99.3,C00212,Reference-297,DDA for preferred ion,[M+H]+1
5.426_330.0596_RP,Adenosine 3'5'-cyclic monophosphate,C10 H12 N5 O6 P,Full match,Full match,No results,-0.6,329.05232,330.0596,5.426,1,0,98.3,9.9,,,C00575,Reference-1344,DDA for preferred ion,[M+H]+1
4.603_348.07015_RP,Adenosine 5'-monophosphate,C10 H14 N5 O7 P,Full match,Full match,No results,-0.6,347.06288,348.07015,4.603,2,0,98.7,9.9,,,C00020,Reference-252,DDA for preferred ion,[M+H]+1
11.355_273.0756_RP,Alternariolmethylether,C15 H12 O5,Full match,Full match,No results,-0.55,272.06832,273.0756,11.355,5,0,71.2,8.6,,,,Reference-6178,DDA for preferred ion,[M+H]+1
6.562_182.11739_RP,Anhydroecgonine methyl ester,C10 H15 N O2,Full match,Full match,No results,-0.93,181.11011,182.11739,6.562,1,0,67.4,43.8,,,,Reference-583,DDA for preferred ion,[M+H]+1
9.69_167.07018_RP,Apocynin,C9 H10 O3,Full match,Full match,No results,-0.58,166.0629,167.07018,9.69,1,0,89.3,9.5,,,C11380,Reference-5847,DDA for preferred ion,[M+H]+1
6.868_167.07015_RP,[Similar: Apocynin],C9 H10 O3,Full match,Full match,No results,-0.76,166.06287,167.07015,6.868,1,0,67.2,8.4,,,,Reference-5847,DDA for preferred ion,[M+H]+1
7.641_295.12864_RP,Aspartame,C14 H18 N2 O5,Full match,Full match,No results,-0.72,294.12136,295.12864,7.641,1,0,84.6,68.1,,,C11045,Reference-990,DDA for preferred ion,[M+H]+1
1.253_118.08609_RP,[Similar to: Betaine],C5 H11 N O2,No match,Invalid mass,Invalid mass,-145429.31,100.05226,118.08609,1.253,3,1,99.4,10,,98.2,,,DDA for preferred ion,[M+NH4]+1
1.276_118.08608_RP,Betaine,C5 H11 N O2,Full match,Full match,Full match,-1.46,117.07881,118.08608,1.276,3,1,99.4,10,,98.2,C00719,Reference-894,DDA for preferred ion,[M+H]+1
1.256_147.06505_RP,Bicine,C6 H13 N O4,No match,Invalid mass,Invalid mass,-104404.29,146.05774,147.06505,1.256,3,1,80.7,50.5,,73.6,,,DDA for preferred ion,[M+H]+1
1.317_164.09158_RP,Bicine,C6 H13 N O4,Full match,Not the top hit,Full match,-0.94,163.08431,164.09158,1.317,3,1,86.7,54,,73.6,,Reference-1320,DDA for preferred ion,[M+H]+1
1.252_164.09157_RP,Bicine,C6 H13 N O4,Full match,Not the top hit,Full match,-0.98,163.0843,164.09157,1.252,3,1,80.7,50.5,,73.6,,Reference-1320,DDA for preferred ion,[M+H]+1
16.975_387.17999_RP,Bis(methylbenzylidene)sorbitol,C22 H26 O6,Not the top hit,Full match,No results,-0.59,386.17271,387.17999,16.975,1,0,99.8,10,,,,Reference-7439,DDA for preferred ion,[M+H]+1
11.991_193.08576_RP,BMK methyl glycidate,C11 H12 O3,Full match,Full match,No results,-0.95,192.07846,193.08576,11.991,1,0,86.2,9.3,,,,Reference-6496,DDA for preferred ion,[M+H]+1
11.829_193.08579_RP,BMK methyl glycidate,C11 H12 O3,Full match,Full match,No results,-0.69,192.07851,193.08579,11.829,1,0,86.2,9.3,,,,Reference-6496,DDA for preferred ion,[M+H]+1
9.968_181.04938_RP,Caffeic acid,C9 H8 O4,Full match,Partial match,Full match,-0.99,180.04208,181.04938,9.968,1,1,76.3,72.5,,57.5,C01197,,DDA for preferred ion,[M+H]+1
14.349_285.05993_RP,Carbadox,C11 H10 N4 O4,No match,Invalid mass,No results,83879.99,284.05265,285.05993,14.349,1,0,80.8,9,,,D03382,,DDA for preferred ion,[M+H]+1
9.226_423.12818_RP,Catechin 7-O-apiofuranoside,C20 H22 O10,Full match,Full match,No results,-0.93,422.1209,423.12818,9.226,3,0,69.1,44,,,,Reference-8089,DDA for preferred ion,[M+H]+1
3.029_423.12818_RP,Catechin 7-O-apiofuranoside,C20 H22 O10,Not the top hit,Full match,No results,-0.92,422.12091,423.12818,3.029,3,0,64.3,43.3,,,,Reference-8089,DDA for preferred ion,[M+H]+1
9.842_355.10214_RP,Chlorogenic acid,C16 H18 O9,Full match,Not the top hit,Full match,-0.61,354.09487,355.10214,9.842,2,1,93,66.6,,86,C00852,Reference-962,DDA for preferred ion,[M+H]+1
1.158_104.10684_RP,Choline,C5 H13 N O,Full match,Full match,Full match,-1.48,103.09956,104.10684,1.158,1,1,99.7,10,,82.1,C00114,Reference-886,DDA for preferred ion,[M+H]+1
10.435_147.04393_RP,Coumarin,C9 H6 O2,Full match,Full match,No results,-0.84,146.03666,147.04393,10.435,9,0,95,9.7,68.6,,C05851,Reference-356,DDA for preferred ion,[M+H]+1
11.794_147.04393_RP,[Similar to: Coumarin],C9 H6 O2,Full match,Full match,No results,-0.86,146.03665,147.04393,11.794,2,0,84.5,9.2,,,,Reference-356,DDA for preferred ion,[M+H]+1
1.471_132.0766_RP,Creatine,C4 H9 N3 O2,Full match,Full match,No results,-1.2,131.06932,132.0766,1.471,1,0,76,8.8,,,C00300,Reference-357,DDA for preferred ion,[M+H]+1
12.047_211.14393_RP,Cyclo(leucylprolyl),C11 H18 N2 O2,Full match,Full match,No results,-0.84,210.13665,211.14393,12.047,3,0,99.5,99.5,,,,Reference-7656,DDA for preferred ion,[M+H]+1
11.598_211.14393_RP,Cyclo(leucylprolyl),C11 H18 N2 O2,Full match,Full match,No results,-0.83,210.13665,211.14393,11.598,3,0,96.6,91.8,,,,Reference-7656,DDA for preferred ion,[M+H]+1
12.578_245.12827_RP,Cyclo(phenylalanyl-prolyl),C14 H16 N2 O2,Full match,Full match,No results,-0.75,244.12099,245.12827,12.578,1,0,99.1,95.6,,,,Reference-7685,DDA for preferred ion,[M+H]+1
6.401_83.08545_RP,Cyclohexylamine,C6 H13 N,No match,Invalid mass,No results,-171804.72,82.07813,83.08545,6.401,1,0,96.4,77.6,,,C00571,,DDA for preferred ion,[M+H]+1
2.257_244.09254_RP,[Similar to: Cytidine],C9 H13 N3 O5,No match,Invalid mass,Invalid mass,-70044.49,226.05872,244.09254,2.257,2,1,99.1,10,,94.6,,,DDA for preferred ion,[M+NH4]+1
2.261_244.09258_RP,Cytidine,C9 H13 N3 O5,Full match,Full match,Full match,-0.88,243.08531,244.09258,2.261,2,1,99.1,10,,94.6,C00475,Reference-364,DDA for preferred ion,[M+H]+1
2.259_112.05038_RP,[Similar to: Cytosine],C4 H5 N3 O,Full match,Full match,No results,-1.41,111.04311,112.05038,2.259,2,0,97.7,81.1,,,,Reference-365,DDA for preferred ion,[M+H]+1
2.898_112.0504_RP,[Similar to: Cytosine],C4 H5 N3 O,Full match,Full match,No results,-1.21,111.04313,112.0504,2.898,2,0,82.5,51.6,,,,Reference-365,DDA for preferred ion,[M+H]+1
1.305_112.05036_RP,[Similar to: Cytosine],C4 H5 N3 O,No match,Invalid mass,Invalid mass,-153334.19,94.01653,112.05036,1.305,2,1,99.9,93.4,,87.5,,,DDA for preferred ion,[M+NH4]+1
1.304_112.05036_RP,Cytosine,C4 H5 N3 O,Full match,Full match,Full match,-1.6,111.04308,112.05036,1.304,2,1,99.9,93.4,,87.5,C00380,Reference-365,DDA for preferred ion,[M+H]+1
1.157_180.08648_RP,D-(+)-Glucosamine,C6 H15 N O5,No match,No results,Invalid mass,-11131.3,179.0792,180.08648,1.157,0,1,,,,56,C00329,,DDA for preferred ion,[M+H]+1
1.264_198.09698_RP,D-(+)-Glucose,C6 H12 O6,No match,Invalid mass,Invalid mass,94557.35,197.08971,198.09698,1.264,6,1,93.3,83.5,68.5,91.9,C00031,,DDA for preferred ion,[M+H]+1
1.389_505.1759_RP,D-(+)-Raffinose,C18 H32 O16,Full match,Partial match,Full match,-0.75,504.16865,505.1759,1.389,1,3,70.5,48.7,,94.2,C00492,,DDA for preferred ion,[M+H]+1
1.105_175.11882_RP,D-Arginine,C6 H14 N4 O2,Full match,Partial match,Full match,-0.79,174.11154,175.11882,1.105,2,2,98.2,92.2,,95.8,C00792,,DDA for preferred ion,[M+H]+1
1.17_116.03404_RP,[Similar to: D-Asparagine],C4 H8 N2 O3,No match,Invalid mass,Invalid mass,-128938.02,115.02678,116.03404,1.17,1,2,84.3,52.6,,86.9,,,DDA for preferred ion,[M+H]+1
1.157_133.06061_RP,D-Asparagine,C4 H8 N2 O3,Full match,Partial match,Full match,-1.22,132.05333,133.06061,1.157,1,2,84.3,52.6,,86.9,C01905,,DDA for preferred ion,[M+H]+1
1.182_134.04461_RP,D-Aspartic acid,C4 H7 N O4,Full match,Partial match,Full match,-1.31,133.03733,134.04461,1.182,2,2,98.2,83,,99.5,C00402,,DDA for preferred ion,[M+H]+1
1.243_162.11231_RP,[Similar to: D-Carnitine],C7 H15 N O3,Full match,Full match,No results,-0.97,161.10504,162.11231,1.243,3,0,74.4,46.8,,,,Reference-6597,DDA for preferred ion,[M+H]+1
1.195_162.1123_RP,D-Carnitine,C7 H15 N O3,Full match,Full match,No results,-1.07,161.10502,162.1123,1.195,3,0,76.5,48,,,C15025,Reference-6597,DDA for preferred ion,[M+H]+1
1.253_148.06028_RP,[Similar to: D-Glutamic acid],C5 H9 N O4,No match,Invalid mass,Invalid mass,-115786.07,130.02645,148.06028,1.253,1,2,98.3,93,,99.4,,,DDA for preferred ion,[M+NH4]+1
1.252_148.06029_RP,D-Glutamic acid,C5 H9 N O4,Full match,Partial match,Full match,-0.99,147.05301,148.06029,1.252,1,2,98.3,93,,99.4,C00217,,DDA for preferred ion,[M+H]+1
4.553_132.10177_RP,D-Leucine,C6 H13 N O2,Full match,Partial match,Full match,-1.05,131.09449,132.10177,4.553,4,3,99.7,10,,99.2,C01570,,DDA for preferred ion,[M+H]+1
1.021_130.08612_RP,[Similar to: D-Lysine],C6 H14 N2 O2,No match,Invalid mass,Invalid mass,-116536.75,129.07886,130.08612,1.021,2,2,99.1,88.7,,98.6,,,DDA for preferred ion,[M+H]+1
1.024_147.1127_RP,D-Lysine,C6 H14 N2 O2,Full match,Partial match,Full match,-0.82,146.10541,147.1127,1.024,2,2,99.1,88.7,,98.6,C00739,,DDA for preferred ion,[M+H]+1
8.22_220.11777_RP,D-Pantothenate,C9 H17 N O5,Full match,No results,Full match,-0.81,219.11049,220.11777,8.22,0,1,,,,94.5,C00864,,DDA for preferred ion,[M+H]+1
7.291_149.0596_RP,[Similar to: D-Phenylalanine],C9 H11 N O2,No match,Invalid mass,Invalid mass,-103142.58,148.05231,149.0596,7.291,1,2,98.3,83.5,,97.4,,,DDA for preferred ion,[M+H]+1
7.292_166.08613_RP,D-Phenylalanine,C9 H11 N O2,Full match,Partial match,Full match,-0.76,165.07885,166.08613,7.292,1,2,98.3,83.5,,97.4,C02265,,DDA for preferred ion,[M+H]+1
1.437_116.07044_RP,D-Proline,C5 H9 N O2,Full match,Partial match,Full match,-1.39,115.06317,116.07044,1.437,2,2,100,10,,97.8,C00763,,DDA for preferred ion,[M+H]+1
1.331_168.0865_RP,D-Ribose,C5 H10 O5,No match,No results,Invalid mass,113469.38,167.07922,168.0865,1.331,0,2,,,,62.8,C08353,,DDA for preferred ion,[M+H]+1
1.152_106.04969_RP,D-Serine,C3 H7 N O3,Full match,Full match,Full match,-1.72,105.04241,106.04969,1.152,3,2,92.6,9.6,,93.8,C00740,Reference-480,DDA for preferred ion,[M+H]+1
2.002_118.0861_RP,D-Valine,C5 H11 N O2,Full match,Partial match,Full match,-1.29,117.07883,118.0861,2.002,5,3,97,9.8,,97.6,C06417,,DDA for preferred ion,[M+H]+1
14.258_255.06499_RP,Daidzein,C15 H10 O4,Full match,Full match,No results,-0.79,254.05771,255.06499,14.258,4,0,96.9,79,,,C10208,Reference-680,DDA for preferred ion,[M+H]+1
16.141_192.13815_RP,DEET,C12 H17 N O,Full match,Full match,No results,-0.76,191.13087,192.13815,16.141,2,0,98.6,94.2,,,C10935,Reference-46,DDA for preferred ion,[M+H]+1
16.139_192.13811_RP,DEET,C12 H17 N O,No match,Invalid mass,No results,-89084.08,174.10428,192.13811,16.139,2,0,98.6,94.2,,,,,DDA for preferred ion,[M+NH4]+1
11.347_198.12754_RP,Dibenzylamine,C14 H15 N,No match,Invalid mass,No results,-86377.29,180.09372,198.12754,11.347,1,0,98,81.9,,,,,DDA for preferred ion,[M+NH4]+1
11.351_198.12754_RP,Dibenzylamine,C14 H15 N,Full match,Full match,No results,-0.95,197.12026,198.12754,11.351,1,0,98,81.9,,,,Reference-2722,DDA for preferred ion,[M+H]+1
1.128_106.08611_RP,Diethanolamine,C4 H11 N O2,Full match,Full match,No results,-1.35,105.07884,106.08611,1.128,1,0,82.8,51.7,,,C06772,Reference-1792,DDA for preferred ion,[M+H]+1
1.342_148.0967_RP,Diglycidyl ether,C6 H10 O3,No match,Invalid mass,No results,130909.07,147.08942,148.0967,1.342,1,0,65.8,47.3,,,,,DDA for preferred ion,[M+H]+1
1.454_148.09671_RP,Diglycidyl ether,C6 H10 O3,No match,Invalid mass,No results,130909.16,147.08943,148.09671,1.454,1,0,63.7,46.9,,,,,DDA for preferred ion,[M+H]+1
2.417_192.15927_RP,Diheptyl phthalate,C22 H34 O4,No match,Invalid mass,No results,-472313.98,191.152,192.15927,2.417,2,0,96.3,90.6,,,,,DDA for preferred ion,[M+H]+1
1.331_162.11234_RP,DL-Carnitine,C7 H15 N O3,Full match,Full match,No results,-0.81,161.10506,162.11234,1.331,3,0,90.3,9.5,,,C00487,Reference-881,DDA for preferred ion,[M+H]+1
1.327_144.10177_RP,[Similar to: DL-Stachydrine],C7 H13 N O2,Full match,Full match,No results,-0.93,143.0945,144.10177,1.327,2,0,91,9.5,,,C10172,Reference-837,DDA for preferred ion,[M+H]+1
16.332_144.10179_RP,DL-Stachydrine,C7 H13 N O2,Full match,Full match,No results,-0.77,143.09452,144.10179,16.332,2,0,80,9,,,,Reference-837,DDA for preferred ion,[M+H]+1
1.76_187.10758_RP,EPK,C16 H28 N4 O6,No match,Invalid mass,No results,-500000.37,186.1003,187.10758,1.76,1,0,71.7,8.6,,,,,DDA for preferred ion,[M+H]+1
1.76_170.08105_RP,EPK,C16 H28 N4 O6,No match,Invalid mass,No results,-545746,169.07374,170.08105,1.76,1,0,71.7,8.6,,,,,DDA for preferred ion,[M+H]+1
[Similar to: 10.384_289.07048_RP],Eriodictyol,C15 H12 O6,Full match,Full match,No results,-0.62,288.06321,289.07048,10.384,4,0,69.9,8.5,,,,Reference-411,DDA for preferred ion,[M+H]+1
10.087_289.07049_RP,Eriodictyol,C15 H12 O6,Full match,Full match,No results,-0.63,288.06321,289.07049,10.087,4,0,69.9,8.5,,,C05631,Reference-411,DDA for preferred ion,[M+H]+1
12.644_179.03373_RP,Esculetin,C9 H6 O4,Full match,Full match,No results,-0.85,178.02646,179.03373,12.644,1,0,94.5,9.7,,,C09263,Reference-3417,DDA for preferred ion,[M+H]+1
11.454_179.03373_RP,[Similar to: Esculetin],C9 H6 O4,Full match,Full match,No results,-0.89,178.02645,179.03373,11.454,1,0,60.3,46.3,,,,Reference-3417,DDA for preferred ion,[M+H]+1
12.159_195.06504_RP,Ferulic acid,C10 H10 O4,Full match,Full match,Full match,-0.77,194.05776,195.06504,12.159,2,1,93.6,80.9,,94.3,C01494,Reference-421,DDA for preferred ion,[M+H]+1
2.182_172.13307_RP,Gabapentin,C9 H17 N O2,Full match,Full match,No results,-0.79,171.12579,172.13307,2.182,1,0,65.7,47.3,,,D00332,Reference-725,DDA for preferred ion,[M+H]+1
6.701_133.04941_RP,Glutaric acid,C5 H8 O4,Full match,No results,Full match,-0.91,132.04214,133.04941,6.701,0,1,,,,78.7,C00489,,DDA for preferred ion,[M+H]+1
6.353_189.12323_RP,[Similar to: Glycyl-L-leucine],C8 H16 N2 O3,Full match,Full match,No results,-0.76,188.11595,189.12323,6.353,3,0,92.7,9.6,,,,Reference-430,DDA for preferred ion,[M+H]+1
6.593_189.12322_RP,[Similar to: Glycyl-L-leucine],C8 H16 N2 O3,Full match,Full match,No results,-0.79,188.11594,189.12322,6.593,3,0,93.5,9.7,,,,Reference-430,DDA for preferred ion,[M+H]+1
7.783_189.12323_RP,Glycyl-L-leucine,C8 H16 N2 O3,Full match,Full match,Full match,-0.76,188.11595,189.12323,7.783,1,1,98,98.4,,97.7,C02155,Reference-430,DDA for preferred ion,[M+H]+1
7.467_189.12323_RP,[Similar to: Glycyl-L-leucine],C8 H16 N2 O3,Full match,Full match,Full match,-0.72,188.11596,189.12323,7.467,1,1,91.5,82.9,,90.9,,Reference-430,DDA for preferred ion,[M+H]+1
7.905_223.10755_RP,Glycyl-L-phenylalanine,C11 H14 N2 O3,Full match,No results,Full match,-0.78,222.10027,223.10755,7.905,0,1,,,,66.4,,,DDA for preferred ion,[M+H]+1
8.647_223.10754_RP,Glycyl-L-phenylalanine,C11 H14 N2 O3,Full match,No results,Full match,-0.79,222.10027,223.10754,8.647,0,1,,,,95.9,,,DDA for preferred ion,[M+H]+1
4.13_175.1076_RP,Glycyl-L-valine,C7 H14 N2 O3,Full match,No results,Full match,-0.68,174.10032,175.1076,4.13,0,1,,,,82.3,,,DDA for preferred ion,[M+H]+1
6.529_152.05654_RP,[Similar to: Guanine],C5 H5 N5 O,Full match,Full match,No results,-0.94,151.04927,152.05654,6.529,1,0,98.6,85.3,,,,Reference-436,DDA for preferred ion,[M+H]+1
2.288_152.05657_RP,Guanine,C5 H5 N5 O,Full match,Full match,Full match,-0.79,151.04929,152.05657,2.288,1,1,99.6,93.4,,93.3,C00242,Reference-436,DDA for preferred ion,[M+H]+1
6.531_284.09874_RP,Guanosine,C10 H13 N5 O5,Full match,No results,Full match,-0.71,283.09147,284.09874,6.531,0,1,,,,93.7,C00387,,DDA for preferred ion,[M+H]+1
2.589_142.08614_RP,Guvacoline,C7 H11 N O2,Full match,Full match,No results,-0.79,141.07887,142.08614,2.589,1,0,89.2,9.5,,,C16821,Reference-6135,DDA for preferred ion,[M+H]+1
3.297_137.04566_RP,Hypoxanthine,C5 H4 N4 O,Full match,Full match,Full match,-0.9,136.03839,137.04566,3.297,2,1,99,96.4,,79.4,C00262,Reference-441,DDA for preferred ion,[M+H]+1
16.684_230.1749_RP,Icaridin,C12 H23 N O3,Full match,Full match,No results,-0.76,229.16762,230.1749,16.684,1,0,94.5,82.2,,,,Reference-2916,DDA for preferred ion,[M+H]+1
1.393_127.05006_RP,Imidazole-4(5)-acetic acid,C5 H6 N2 O2,Full match,Partial match,Full match,-1.17,126.04278,127.05006,1.393,1,2,93.4,9.7,,80.3,,,DDA for preferred ion,[M+H]+1
12.82_176.07043_RP,Indole-3-acetic acid,C10 H9 N O2,Full match,Full match,No results,-0.99,175.06316,176.07043,12.82,2,0,98.7,9.9,,,C00954,Reference-445,DDA for preferred ion,[M+H]+1
12.376_146.05994_RP,Indole-3-carboxaldehyde,C9 H7 N O,Full match,Partial match,Full match,-0.72,145.05266,146.05994,12.376,3,1,87.9,54.7,,99.5,C08493,,DDA for preferred ion,[M+H]+1
5.979_88.11199_RP,Isoamylamine,C5 H13 N,No match,Invalid mass,No results,-195473.01,70.07816,88.11199,5.979,1,0,77.8,8.9,,,,,DDA for preferred ion,[M+NH4]+1
5.984_88.11199_RP,Isoamylamine,C5 H13 N,Full match,Full match,No results,-0.96,87.10472,88.11199,5.984,1,0,77.8,8.9,,,C02640,Reference-6576,DDA for preferred ion,[M+H]+1
6.2_71.08546_RP,[Similar to: Isoamylamine],C5 H13 N,No match,Invalid mass,No results,-195472.98,70.07817,71.08546,6.2,1,0,96.3,9.8,,,,,DDA for preferred ion,[M+H]+1
3.974_73.06476_RP,Isobutyraldehyde,C4 H8 O,Full match,Full match,No results,-0.45,72.05748,73.06476,3.974,1,0,74.6,8.7,,,,Reference-6571,DDA for preferred ion,[M+H]+1
11.15_139.11162_RP,Isophorone,C9 H14 O,Full match,Full match,No results,-0.9,138.10434,139.11162,11.15,1,0,90.9,76.8,,,C14743,Reference-774,DDA for preferred ion,[M+H]+1
10.578_402.16564_RP,JWH-369,C26 H24 Cl N O,No match,Invalid mass,No results,9.29,401.15837,402.16564,10.578,1,0,74.3,8.7,,,,,DDA for preferred ion,[M+H]+1
1.111_162.07595_RP,[Similar to: Kanosamine],C6 H13 N O5,No match,Invalid mass,No results,-100573.82,161.06868,162.07595,1.111,2,0,70.6,68.4,,,,,DDA for preferred ion,[M+H]+1
1.322_202.07079_RP,Kanosamine (Na adduct),C6 H13 N O5,No match,Invalid mass,No results,122761.99,201.06351,202.07079,1.322,1,0,73.9,8.7,,,C12212,,DDA for preferred ion,[M+H]+1
6.607_216.08782_RP,Kinetin,C10 H9 N5 O,Full match,Full match,No results,-0.75,215.08055,216.08782,6.607,1,0,78.3,59.5,,,C08272,Reference-1238,DDA for preferred ion,[M+H]+1
1.688_182.10215_RP,L-(+)-Rhamnose,C6 H12 O5,No match,No results,Invalid mass,103776.21,181.09488,182.10215,1.688,0,1,,,,56.8,C00507,,DDA for preferred ion,[M+H]+1
3.073_187.10758_RP,L-Alanyl-L-proline,C8 H14 N2 O3,Full match,Full match,No results,-0.73,186.10031,187.10758,3.073,1,0,64.5,43.3,,,,Reference-461,DDA for preferred ion,[M+H]+1
3.048_170.08107_RP,L-Alanyl-L-proline,C8 H14 N2 O3,No match,Invalid mass,No results,-91491.84,169.07377,170.08107,3.048,1,0,64.5,43.3,,,,,DDA for preferred ion,[M+H]+1
1.189_147.07625_RP,[Similar to: L-Glutamine],C5 H10 N2 O3,No match,Invalid mass,Invalid mass,-116566.17,129.04242,147.07625,1.189,3,2,98.7,94.9,,99.3,,,DDA for preferred ion,[M+NH4]+1
1.25_130.0497_RP,[Similar to: L-Glutamine],C5 H10 N2 O3,No match,Invalid mass,Invalid mass,-116566.09,129.04243,130.0497,1.25,3,2,98.7,94.9,,99.3,,,DDA for preferred ion,[M+H]+1
1.338_147.07629_RP,L-Glutamine,C5 H10 N2 O3,Full match,Full match,Full match,-0.89,146.06901,147.07629,1.338,3,2,98.7,94.9,,99.3,C00064,Reference-1827,DDA for preferred ion,[M+H]+1
1.3_179.05485_RP,L-Gulonic acid γ-lactone,C6 H10 O6,Full match,No results,Full match,-0.9,178.04758,179.05485,1.3,0,1,,,,85.9,,,DDA for preferred ion,[M+H]+1
